,supplier,buyer,supplier_nace,buyer_nace
9235,13640,12767,46,8
9236,14423,12767,77,8
9237,14726,12767,8,8
9238,15882,12767,22,8
9239,15952,12767,8,8
9240,16243,12767,32,8
9241,17354,12767,71,8
9242,18732,12767,41,8
9243,18813,12767,43,8
9244,19447,12767,20,8
9245,20503,12767,11,8
9246,22760,12767,32,8
9247,22917,12767,22,8
9248,23241,12767,41,8
9249,24216,12767,61,8
9250,25437,12767,64,8
9251,25698,12767,47,8
9252,26083,12767,67,8
9253,26114,12767,43,8
9254,26702,12767,41,8
9255,27364,12767,26,8
9256,29408,12767,41,8
9257,32619,12767,84,8
9258,1019,21875,42,46
9259,1019,19756,42,43
9260,32071,19756,0,43
9261,1019,12745,42,13
9262,3025,12745,18,13
9263,3519,12745,62,13
9264,11324,12745,32,13
9265,12653,12745,41,13
9266,13640,12745,46,13
9267,21027,12745,84,13
9268,26290,12745,40,13
9269,30120,12745,43,13
9270,1019,20060,42,8
9271,6622,20060,0,8
9272,19334,20060,27,8
9273,29936,20060,62,8
9274,1019,17868,42,46
9275,1019,28600,42,40
9276,3140,28600,17,40
9277,4634,28600,61,40
9278,6647,28600,59,40
9279,7247,28600,41,40
9280,12803,28600,46,40
9281,18397,28600,42,40
9282,19068,28600,41,40
9283,22230,28600,20,40
9284,25337,28600,42,40
9285,28334,28600,42,40
9286,31050,28600,41,40
9287,31396,28600,70,40
9288,32859,28600,84,40
9289,1019,18294,42,37
9290,6375,18294,26,37
9291,10013,18294,50,37
9292,16243,18294,32,37
9293,17487,18294,35,37
9294,19334,18294,27,37
9295,19472,18294,59,37
9296,22395,18294,32,37
9297,23859,18294,35,37
9298,25114,18294,8,37
9299,30400,18294,42,37
9300,1019,10746,42,43
9301,10586,10746,23,43
9302,29921,10746,59,43
9303,1019,15875,42,21
9304,2156,15875,56,21
9305,9554,15875,70,21
9306,11685,15875,0,21
9307,23612,15875,62,21
9308,25994,15875,62,21
9309,26210,15875,41,21
9310,27781,15875,32,21
9311,1019,16408,42,37
9312,6340,16408,32,37
9313,8645,16408,35,37
9314,9832,16408,32,37
9315,21068,16408,32,37
9316,22952,16408,46,37
9317,26937,16408,84,37
9318,29577,16408,25,37
9319,32336,16408,84,37
9320,1019,9014,42,8
9321,2141,9014,35,8
9322,5184,9014,15,8
9323,8492,9014,41,8
9324,12286,9014,41,8
9325,13739,9014,41,8
9326,29478,9014,41,8
9327,1019,5317,42,41
9328,8577,5317,32,41
9329,9039,5317,32,41
9330,9275,5317,80,41
9331,9838,5317,9,41
9332,13885,5317,46,41
9333,18143,5317,23,41
9334,18822,5317,84,41
9335,18951,5317,31,41
9336,21660,5317,61,41
9337,28851,5317,51,41
9338,1019,6319,42,42
9339,1166,6319,59,42
9340,2571,6319,70,42
9341,2867,6319,41,42
9342,3192,6319,54,42
9343,3683,6319,14,42
9344,3824,6319,84,42
9345,5542,6319,84,42
9346,5993,6319,54,42
9347,7748,6319,65,42
9348,11549,6319,40,42
9349,11847,6319,41,42
9350,12381,6319,84,42
9351,12835,6319,46,42
9352,14875,6319,32,42
9353,17144,6319,52,42
9354,18085,6319,38,42
9355,19561,6319,40,42
9356,19589,6319,40,42
9357,21302,6319,84,42
9358,23874,6319,41,42
9359,25019,6319,40,42
9360,25858,6319,18,42
9361,29111,6319,39,42
9362,29623,6319,40,42
9363,30652,6319,38,42
9364,31183,6319,70,42
9365,32566,6319,84,42
9366,33393,6319,84,42
9367,1019,10719,42,24
9368,1020,12852,16,24
9369,1121,12852,8,24
9370,6208,12852,43,24
9371,9612,12852,8,24
9372,12674,12852,41,24
9373,13039,12852,64,24
9374,14963,12852,0,24
9375,15024,12852,40,24
9376,17488,12852,67,24
9377,20544,12852,41,24
9378,1022,7464,41,69
9379,14748,7464,26,69
9380,17646,7464,61,69
9381,19374,7464,41,69
9382,20735,7464,14,69
9383,23072,7464,35,69
9384,30007,7464,70,69
9385,32337,7464,84,69
9386,32996,7464,84,69
9387,1022,17594,41,0
9388,3140,17594,17,0
9389,7160,17594,52,0
9390,22760,17594,32,0
9391,25279,17594,41,0
9392,28061,17594,43,0
9393,31054,17594,31,0
9394,1022,30346,41,41
9395,16594,30346,59,41
9396,30387,30346,70,41
9397,1022,33329,41,84
9398,1022,14163,41,49
9399,1022,5984,41,54
9400,10971,5984,41,54
9401,1023,15086,43,41
9402,1024,11597,61,32
9403,1492,11597,58,32
9404,11554,11597,18,32
9405,20747,11597,41,32
9406,25059,11597,41,32
9407,25858,11597,18,32
9408,1024,28442,61,61
9409,3140,28442,17,61
9410,4089,28442,84,61
9411,8557,28442,53,61
9412,8577,28442,32,61
9413,8578,28442,47,61
9414,11661,28442,41,61
9415,12674,28442,41,61
9416,14178,28442,0,61
9417,18659,28442,41,61
9418,19991,28442,61,61
9419,24085,28442,43,61
9420,27306,28442,67,61
9421,32871,28442,84,61
9422,1027,21747,10,23
9423,16552,21747,46,23
9424,1034,21721,42,41
9425,1532,21721,59,41
9426,5285,21721,32,41
9427,7971,21721,60,41
9428,9353,21721,54,41
9429,10053,21721,43,41
9430,13320,21721,7,41
9431,30785,21721,20,41
9432,1035,31078,41,41
9433,3140,31078,17,41
9434,3932,31078,39,41
9435,29478,31078,41,41
9436,33303,31078,84,41
9437,1035,15737,41,41
9438,1099,15737,63,41
9439,1138,15737,43,41
9440,2337,15737,84,41
9441,3140,15737,17,41
9442,3370,15737,26,41
9443,3678,15737,41,41
9444,10617,15737,50,41
9445,10653,15737,59,41
9446,11891,15737,59,41
9447,18189,15737,40,41
9448,18607,15737,41,41
9449,21760,15737,40,41
9450,28244,15737,50,41
9451,28609,15737,53,41
9452,1035,214,41,54
9453,1035,2494,41,23
9454,9612,2494,8,23
9455,11164,2494,84,23
9456,12954,2494,43,23
9457,22016,2494,32,23
9458,31319,2494,6,23
9459,1035,22110,41,84
9460,1125,22110,15,84
9461,1526,22110,64,84
9462,2021,22110,23,84
9463,9057,22110,40,84
9464,9069,22110,41,84
9465,15965,22110,53,84
9466,16243,22110,32,84
9467,28334,22110,42,84
9468,1036,27372,20,46
9469,1964,27372,56,46
9470,2304,27372,1,46
9471,4836,27372,51,46
9472,19877,27372,84,46
9473,1036,30657,20,41
9474,4861,30657,84,41
9475,18627,30657,41,41
9476,20708,30657,0,41
9477,1040,29864,59,71
9478,31739,29864,60,71
9479,1042,8468,40,70
9480,1044,2083,40,23
9481,16243,2083,32,23
9482,18405,2083,42,23
9483,19032,2083,51,23
9484,1045,3894,24,70
9485,22760,3894,32,70
9486,1046,12023,41,41
9487,1477,12023,41,41
9488,2435,12023,41,41
9489,5109,12023,84,41
9490,6404,12023,0,41
9491,8577,12023,32,41
9492,8766,12023,41,41
9493,11857,12023,46,41
9494,12674,12023,41,41
9495,14357,12023,41,41
9496,23359,12023,41,41
9497,28332,12023,21,41
9498,29360,12023,65,41
9499,1046,26321,41,49
9500,1978,26321,67,49
9501,3140,26321,17,49
9502,5438,26321,70,49
9503,6320,26321,41,49
9504,7461,26321,41,49
9505,15074,26321,65,49
9506,16271,26321,41,49
9507,17600,26321,18,49
9508,19108,26321,39,49
9509,20258,26321,41,49
9510,22039,26321,40,49
9511,29524,26321,41,49
9512,32706,26321,84,49
9513,1046,22395,41,32
9514,2107,22395,29,32
9515,2156,22395,56,32
9516,3215,22395,42,32
9517,4662,22395,84,32
9518,6829,22395,70,32
9519,7283,22395,84,32
9520,7655,22395,61,32
9521,9433,22395,41,32
9522,9838,22395,9,32
9523,12549,22395,54,32
9524,13325,22395,59,32
9525,17418,22395,55,32
9526,21154,22395,46,32
9527,26963,22395,72,32
9528,30649,22395,21,32
9529,1046,16087,41,59
9530,1048,8686,41,39
9531,1049,28705,32,27
9532,2156,28705,56,27
9533,2711,28705,70,27
9534,3140,28705,17,27
9535,4697,28705,42,27
9536,6320,28705,41,27
9537,6340,28705,32,27
9538,6546,28705,61,27
9539,8577,28705,32,27
9540,9188,28705,46,27
9541,9320,28705,46,27
9542,9720,28705,24,27
9543,10161,28705,32,27
9544,12206,28705,55,27
9545,14094,28705,41,27
9546,16179,28705,15,27
9547,17400,28705,41,27
9548,18361,28705,26,27
9549,19762,28705,31,27
9550,20046,28705,61,27
9551,21239,28705,59,27
9552,21481,28705,59,27
9553,23224,28705,43,27
9554,25378,28705,41,27
9555,25466,28705,54,27
9556,25720,28705,42,27
9557,25963,28705,37,27
9558,28104,28705,41,27
9559,28323,28705,59,27
9560,29997,28705,35,27
9561,32657,28705,84,27
9562,1050,29025,70,41
9563,2261,29025,43,41
9564,23998,29025,11,41
9565,1050,5174,70,14
9566,1050,19343,70,42
9567,1051,9855,19,39
9568,1052,4636,41,40
9569,21976,4636,27,40
9570,32733,4636,84,40
9571,1055,30106,12,15
9572,12587,30106,9,15
9573,20437,30106,39,15
9574,1058,5120,18,23
9575,27349,5120,8,23
9576,1063,22660,26,70
9577,1069,12661,33,32
9578,1071,26025,71,8
9579,20042,26025,26,8
9580,1071,12309,71,49
9581,1071,11380,71,56
9582,1071,7915,71,41
9583,6362,7915,46,41
9584,9816,7915,41,41
9585,17242,7915,27,41
9586,1071,25502,71,20
9587,1071,5462,71,59
9588,1071,29818,71,46
9589,7461,29818,41,46
9590,13586,29818,41,46
9591,18234,29818,18,46
9592,29469,29818,41,46
9593,1071,30430,71,41
9594,30869,30430,41,41
9595,1071,9121,71,15
9596,3140,9121,17,15
9597,13077,9121,62,15
9598,14347,9121,41,15
9599,22551,9121,84,15
9600,1073,24410,46,37
9601,1074,19083,32,41
9602,4352,19083,59,41
9603,8011,19083,84,41
9604,8147,19083,35,41
9605,16227,19083,23,41
9606,16243,19083,32,41
9607,19224,19083,40,41
9608,23155,19083,51,41
9609,23745,19083,59,41
9610,25110,19083,71,41
9611,26205,19083,84,41
9612,1074,30640,32,37
9613,22171,30640,35,37
9614,1075,32768,20,84
9615,2533,32768,60,84
9616,3140,32768,17,84
9617,5158,32768,15,84
9618,5381,32768,59,84
9619,9178,32768,40,84
9620,11024,32768,37,84
9621,12083,32768,38,84
9622,12471,32768,40,84
9623,12748,32768,30,84
9624,14789,32768,49,84
9625,15025,32768,59,84
9626,15683,32768,43,84
9627,17633,32768,46,84
9628,20803,32768,40,84
9629,21863,32768,46,84
9630,22016,32768,32,84
9631,22764,32768,46,84
9632,22952,32768,46,84
9633,23274,32768,41,84
9634,23867,32768,41,84
9635,28334,32768,42,84
9636,29589,32768,24,84
9637,30962,32768,41,84
9638,31068,32768,71,84
9639,32023,32768,41,84
9640,1075,30075,20,41
9641,1077,28840,41,24
9642,1078,7114,39,41
9643,1078,14341,39,84
9644,1079,32601,43,84
9645,12653,32601,41,84
9646,20769,32601,39,84
9647,30660,32601,70,84
9648,1084,25689,56,43
9649,1931,25689,41,43
9650,9028,25689,32,43
9651,9179,25689,41,43
9652,9718,25689,31,43
9653,9905,25689,41,43
9654,14656,25689,59,43
9655,15296,25689,40,43
9656,16179,25689,15,43
9657,17168,25689,20,43
9658,18234,25689,18,43
9659,20632,25689,33,43
9660,20772,25689,41,43
9661,21353,25689,41,43
9662,1084,28792,56,72
9663,28691,28792,8,72
9664,30851,28792,41,72
9665,1087,21623,8,64
9666,1089,20474,1,84
9667,1514,20474,41,84
9668,4502,20474,41,84
9669,10454,20474,59,84
9670,12422,20474,70,84
9671,29449,20474,25,84
9672,1091,22780,34,72
9673,1092,19390,27,59
9674,1094,5333,70,42
9675,1097,6464,8,23
9676,1097,10515,8,42
9677,3946,10515,84,42
9678,23685,10515,70,42
9679,27517,10515,60,42
9680,1097,16104,8,40
9681,2375,16104,32,40
9682,3140,16104,17,40
9683,8577,16104,32,40
9684,14588,16104,84,40
9685,15512,16104,70,40
9686,17262,16104,61,40
9687,19099,16104,64,40
9688,28244,16104,50,40
9689,29797,16104,41,40
9690,1097,30056,8,84
9691,13233,30056,61,84
9692,16451,30056,42,84
9693,30364,30056,41,84
9694,1100,24470,62,41
9695,7064,24470,71,41
9696,7135,24470,37,41
9697,10586,24470,23,41
9698,12880,24470,67,41
9699,13066,24470,29,41
9700,16707,24470,68,41
9701,18254,24470,20,41
9702,25676,24470,35,41
9703,27323,24470,20,41
9704,29730,24470,40,41
9705,30144,24470,67,41
9706,1101,20100,59,41
9707,2872,20100,41,41
9708,4277,20100,0,41
9709,6327,20100,41,41
9710,6940,20100,46,41
9711,7981,20100,84,41
9712,12781,20100,18,41
9713,17343,20100,40,41
9714,18157,20100,64,41
9715,19373,20100,41,41
9716,21097,20100,54,41
9717,23280,20100,84,41
9718,24690,20100,41,41
9719,25481,20100,41,41
9720,31016,20100,84,41
9721,32117,20100,23,41
9722,32850,20100,84,41
9723,1104,23768,39,48
9724,3140,23768,17,48
9725,7432,23768,64,48
9726,17872,23768,40,48
9727,18832,23768,64,48
9728,26700,23768,84,48
9729,1106,28975,0,46
9730,11105,28975,39,46
9731,20625,28975,32,46
9732,1109,27414,43,26
9733,3140,27414,17,26
9734,8727,27414,26,26
9735,16792,27414,59,26
9736,19208,27414,84,26
9737,1110,13788,0,27
9738,2706,13788,59,27
9739,3195,13788,70,27
9740,6602,13788,0,27
9741,12839,13788,23,27
9742,18867,13788,50,27
9743,25885,13788,8,27
9744,31006,13788,40,27
9745,31042,13788,70,27
9746,1113,4042,40,8
9747,8766,4042,41,8
9748,11183,4042,46,8
9749,11898,4042,74,8
9750,12567,4042,46,8
9751,14216,4042,84,8
9752,23031,4042,8,8
9753,28105,4042,84,8
9754,28796,4042,39,8
9755,1117,16804,26,38
9756,2156,16804,56,38
9757,3418,16804,32,38
9758,10021,16804,51,38
9759,11867,16804,54,38
9760,16191,16804,71,38
9761,20598,16804,43,38
9762,24926,16804,40,38
9763,31528,16804,41,38
9764,1118,25994,35,62
9765,5032,25994,41,62
9766,18820,25994,41,62
9767,1121,19507,8,27
9768,5058,19507,64,27
9769,5724,19507,59,27
9770,6668,19507,23,27
9771,10255,19507,55,27
9772,13669,19507,41,27
9773,17181,19507,40,27
9774,18870,19507,40,27
9775,20389,19507,84,27
9776,29744,19507,41,27
9777,32813,19507,84,27
9778,1121,19384,8,62
9779,1121,19685,8,43
9780,7484,19685,62,43
9781,16079,19685,59,43
9782,19109,19685,70,43
9783,1121,9986,8,0
9784,21234,9986,59,0
9785,21745,9986,19,0
9786,26294,9986,27,0
9787,28691,9986,8,0
9788,1121,27177,8,0
9789,3140,27177,17,0
9790,3276,27177,40,0
9791,3678,27177,41,0
9792,4612,27177,59,0
9793,7641,27177,59,0
9794,14824,27177,41,0
9795,16243,27177,32,0
9796,19862,27177,82,0
9797,22016,27177,32,0
9798,22847,27177,41,0
9799,23969,27177,41,0
9800,29478,27177,41,0
9801,31050,27177,41,0
9802,31438,27177,43,0
9803,1130,21672,41,41
9804,2352,21672,67,41
9805,3285,21672,39,41
9806,7577,21672,25,41
9807,7898,21672,55,41
9808,8797,21672,64,41
9809,9838,21672,9,41
9810,12406,21672,41,41
9811,13456,21672,0,41
9812,13504,21672,16,41
9813,14875,21672,32,41
9814,18156,21672,21,41
9815,18404,21672,46,41
9816,19277,21672,84,41
9817,19778,21672,23,41
9818,20035,21672,70,41
9819,20719,21672,0,41
9820,21043,21672,40,41
9821,22654,21672,40,41
9822,22681,21672,41,41
9823,23346,21672,84,41
9824,23423,21672,68,41
9825,23687,21672,46,41
9826,23901,21672,6,41
9827,23918,21672,80,41
9828,24477,21672,42,41
9829,27758,21672,43,41
9830,28691,21672,8,41
9831,29250,21672,40,41
9832,32649,21672,84,41
9833,1134,3731,14,51
9834,8661,3731,43,51
9835,1138,17028,43,21
9836,3351,17028,43,21
9837,6624,17028,8,21
9838,17867,17028,40,21
9839,21094,17028,41,21
9840,21487,17028,8,21
9841,23844,17028,32,21
9842,26451,17028,52,21
9843,28244,17028,50,21
9844,29449,17028,25,21
9845,1138,8342,43,42
9846,1265,8342,23,42
9847,5804,8342,42,42
9848,24526,8342,61,42
9849,1139,11566,0,18
9850,2524,11566,42,18
9851,6680,11566,24,18
9852,24470,11566,41,18
9853,29770,11566,38,18
9854,1139,11953,0,41
9855,23572,11953,9,41
9856,1139,13130,0,49
9857,1139,5291,0,40
9858,1141,32091,23,41
9859,3140,32091,17,41
9860,14475,32091,18,41
9861,1143,10850,22,48
9862,1144,541,46,24
9863,6286,541,41,24
9864,9426,541,54,24
9865,11827,541,23,24
9866,14988,541,35,24
9867,15025,541,59,24
9868,26684,541,41,24
9869,30147,541,8,24
9870,1147,11623,55,33
9871,1697,11623,59,33
9872,2925,11623,42,33
9873,3140,11623,17,33
9874,4017,11623,59,33
9875,5777,11623,61,33
9876,8516,11623,21,33
9877,10125,11623,54,33
9878,10161,11623,32,33
9879,13647,11623,41,33
9880,14523,11623,84,33
9881,15181,11623,61,33
9882,15629,11623,41,33
9883,16187,11623,43,33
9884,17547,11623,64,33
9885,19457,11623,62,33
9886,21302,11623,84,33
9887,23985,11623,32,33
9888,24321,11623,7,33
9889,25128,11623,33,33
9890,27814,11623,20,33
9891,1149,31840,42,41
9892,2554,31840,39,41
9893,3140,31840,17,41
9894,6107,31840,41,41
9895,6948,31840,61,41
9896,8577,31840,32,41
9897,8578,31840,47,41
9898,11981,31840,84,41
9899,13049,31840,32,41
9900,18189,31840,40,41
9901,20165,31840,84,41
9902,20619,31840,41,41
9903,21197,31840,59,41
9904,25121,31840,59,41
9905,25411,31840,41,41
9906,32798,31840,84,41
9907,1155,4111,22,16
9908,2076,4111,40,16
9909,3140,4111,17,16
9910,20873,4111,41,16
9911,22016,4111,32,16
9912,22395,4111,32,16
9913,1155,5409,22,41
9914,5706,5409,55,41
9915,24370,5409,61,41
9916,1155,6892,22,39
9917,1845,6892,71,39
9918,1156,4756,42,64
9919,7132,4756,41,64
9920,1157,23592,61,31
9921,3140,23592,17,31
9922,4993,23592,84,31
9923,8469,23592,31,31
9924,18003,23592,52,31
9925,21327,23592,84,31
9926,23780,23592,81,31
9927,25363,23592,46,31
9928,25378,23592,41,31
9929,1161,6260,42,0
9930,1161,21492,42,41
9931,1161,10263,42,40
9932,2892,10263,68,40
9933,6456,10263,23,40
9934,9015,10263,32,40
9935,9652,10263,43,40
9936,10493,10263,84,40
9937,11363,10263,84,40
9938,13972,10263,48,40
9939,24042,10263,43,40
9940,27898,10263,43,40
9941,1162,25208,59,26
9942,26683,25208,84,26
9943,1164,7454,59,8
9944,2993,7454,59,8
9945,9178,7454,40,8
9946,12458,7454,41,8
9947,15932,7454,41,8
9948,17585,7454,37,8
9949,24600,7454,32,8
9950,27537,7454,54,8
9951,1168,21746,33,9
9952,3050,21746,41,9
9953,3711,21746,84,9
9954,5161,21746,8,9
9955,12473,21746,70,9
9956,16243,21746,32,9
9957,16642,21746,41,9
9958,17673,21746,43,9
9959,21469,21746,53,9
9960,22852,21746,59,9
9961,24106,21746,41,9
9962,27378,21746,70,9
9963,33044,21746,84,9
9964,1169,16482,40,84
9965,3021,16482,56,84
9966,8127,16482,84,84
9967,13098,16482,84,84
9968,17837,16482,84,84
9969,22126,16482,46,84
9970,24694,16482,61,84
9971,29478,16482,41,84
9972,1170,27032,16,43
9973,4616,27032,62,43
9974,21905,27032,70,43
9975,1173,24638,0,20
9976,9458,24638,32,20
9977,14861,24638,56,20
9978,16243,24638,32,20
9979,20903,24638,8,20
9980,21116,24638,59,20
9981,21672,24638,41,20
9982,24854,24638,39,20
9983,32124,24638,19,20
9984,1174,32390,51,84
9985,1177,31187,41,84
9986,3776,31187,54,84
9987,30285,31187,33,84
9988,1178,9028,20,32
9989,9356,9028,71,32
9990,9721,9028,41,32
9991,20613,9028,9,32
9992,22462,9028,25,32
9993,22711,9028,70,32
9994,1183,27266,70,43
9995,1186,1225,59,37
9996,1191,33071,40,84
9997,12311,33071,71,84
9998,19029,33071,84,84
9999,22425,33071,42,84
10000,30149,33071,0,84
10001,33111,33071,84,84
10002,1196,27204,0,41
10003,1203,3730,43,42
10004,1203,9194,43,18
10005,4059,9194,22,18
10006,5558,9194,40,18
10007,8805,9194,0,18
10008,9960,9194,20,18
10009,14719,9194,0,18
10010,19537,9194,0,18
10011,25513,9194,41,18
10012,27675,9194,62,18
10013,1207,3925,23,41
10014,31972,3925,9,41
10015,33026,3925,84,41
10016,1211,29133,84,41
10017,3235,29133,62,41
10018,7217,29133,54,41
10019,8601,29133,26,41
10020,8752,29133,16,41
10021,10161,29133,32,41
10022,11675,29133,27,41
10023,18040,29133,38,41
10024,18436,29133,20,41
10025,23942,29133,41,41
10026,27824,29133,32,41
10027,29634,29133,42,41
10028,1212,30977,39,11
10029,20312,30977,8,11
10030,22943,30977,41,11
10031,1219,6339,60,32
10032,6383,6339,41,32
10033,6525,6339,23,32
10034,9015,6339,32,32
10035,24386,6339,53,32
10036,1220,12120,40,25
10037,28217,12120,29,25
10038,1224,7507,39,70
10039,1226,16326,41,42
10040,5130,16326,32,42
10041,5992,16326,0,42
10042,8585,16326,18,42
10043,9015,16326,32,42
10044,9832,16326,32,42
10045,10522,16326,41,42
10046,13638,16326,24,42
10047,16142,16326,15,42
10048,16990,16326,23,42
10049,18594,16326,41,42
10050,19664,16326,41,42
10051,23985,16326,32,42
10052,30143,16326,23,42
10053,31514,16326,72,42
10054,1226,1072,41,29
10055,4829,1072,84,29
10056,15095,1072,64,29
10057,22928,1072,54,29
10058,1226,5090,41,54
10059,1231,25002,14,23
10060,13891,25002,84,23
10061,1249,5010,43,48
10062,5525,5010,26,48
10063,15005,5010,65,48
10064,18115,5010,52,48
10065,22602,5010,61,48
10066,1254,23991,43,26
10067,16108,23991,8,26
10068,16198,23991,15,26
10069,1257,28271,41,40
10070,4120,28271,62,40
10071,5284,28271,41,40
10072,19350,28271,61,40
10073,24095,28271,26,40
10074,1266,18077,71,41
10075,1826,18077,23,41
10076,3442,18077,41,41
10077,5431,18077,41,41
10078,6285,18077,43,41
10079,7168,18077,64,41
10080,10161,18077,32,41
10081,13668,18077,20,41
10082,14892,18077,25,41
10083,16397,18077,32,41
10084,19841,18077,41,41
10085,23423,18077,68,41
10086,25093,18077,41,41
10087,29962,18077,42,41
10088,30984,18077,43,41
10089,32366,18077,84,41
10090,1268,10653,70,59
10091,1272,33106,41,84
10092,20870,33106,62,84
10093,25126,33106,59,84
10094,1272,10022,41,41
10095,1442,10022,71,41
10096,1964,10022,56,41
10097,8959,10022,70,41
10098,12839,10022,23,41
10099,18336,10022,25,41
10100,19334,10022,27,41
10101,23396,10022,51,41
10102,1272,18480,41,40
10103,20908,18480,61,40
10104,1272,6437,41,42
10105,20625,6437,32,42
10106,1272,9644,41,38
10107,4104,9644,20,38
10108,4429,9644,40,38
10109,4904,9644,41,38
10110,9836,9644,59,38
10111,12410,9644,59,38
10112,14795,9644,32,38
10113,15913,9644,41,38
10114,19228,9644,41,38
10115,21794,9644,26,38
10116,29250,9644,40,38
10117,1272,9117,41,43
10118,1274,25707,84,84
10119,4178,25707,43,84
10120,1275,16089,84,41
10121,4373,16089,32,41
10122,13049,16089,32,41
10123,14039,16089,62,41
10124,17561,16089,41,41
10125,20167,16089,43,41
10126,1275,29393,84,18
10127,7616,29393,8,18
10128,8985,29393,15,18
10129,10928,29393,60,18
10130,22318,29393,53,18
10131,30395,29393,0,18
10132,1277,11847,41,41
10133,2116,11847,46,41
10134,3722,11847,71,41
10135,4268,11847,40,41
10136,5274,11847,41,41
10137,7653,11847,8,41
10138,8300,11847,58,41
10139,8753,11847,62,41
10140,10507,11847,43,41
10141,11271,11847,8,41
10142,13768,11847,59,41
10143,13798,11847,40,41
10144,14890,11847,43,41
10145,15779,11847,84,41
10146,15988,11847,32,41
10147,16301,11847,40,41
10148,16996,11847,32,41
10149,17091,11847,37,41
10150,18202,11847,41,41
10151,18234,11847,18,41
10152,19046,11847,84,41
10153,19623,11847,15,41
10154,19770,11847,41,41
10155,20563,11847,41,41
10156,20666,11847,28,41
10157,20822,11847,9,41
10158,21721,11847,41,41
10159,23572,11847,9,41
10160,23690,11847,55,41
10161,25277,11847,62,41
10162,27339,11847,32,41
10163,27463,11847,6,41
10164,27535,11847,46,41
10165,28095,11847,41,41
10166,30086,11847,41,41
10167,31557,11847,71,41
10168,1280,23243,84,67
10169,11898,23243,74,67
10170,18189,23243,40,67
10171,20625,23243,32,67
10172,25294,23243,41,67
